;;;;;;;Privacy Strength;Records;QIs;Utility;Runtime;Suppressed;Suppressed Ratio;Variance;Variance (not suppressed)
Adult;Loss;50-anonymity;RGR;0.05;0.0;0.05;50.0;30162.0;9.0;0.48388967303081254;770.2;14.0;4.6416020157814467E-4;0.002184043849752555;0.0021337242463213162
Adult;Loss;50-anonymity;RGR;0.05;0.05;0.05;50.0;30162.0;9.0;0.48388967303081254;743.0;14.0;4.6416020157814467E-4;0.002184043849752555;0.0021337242463213162
Adult;Loss;50-anonymity;RGR;0.05;0.1;0.05;50.0;30162.0;9.0;0.48388967303081254;739.8;14.0;4.6416020157814467E-4;0.002184043849752555;0.0021337242463213162
Adult;Loss;50-anonymity;RGR;0.05;0.15;0.05;50.0;30162.0;9.0;0.48388967303081254;771.8;14.0;4.6416020157814467E-4;0.002184043849752555;0.0021337242463213162
Adult;Loss;50-anonymity;RGR;0.05;0.2;0.05;50.0;30162.0;9.0;0.48388967303081254;752.8;14.0;4.6416020157814467E-4;0.002184043849752555;0.0021337242463213162
Adult;Loss;50-anonymity;RGR;0.05;0.25;0.05;50.0;30162.0;9.0;0.48388967303081254;747.8;14.0;4.6416020157814467E-4;0.002184043849752555;0.0021337242463213162
Adult;Loss;50-anonymity;RGR;0.05;0.3;0.05;50.0;30162.0;9.0;0.48501874077061746;727.2;0.0;0.0;0.0032817434885727323;0.0032817434885727323
Adult;Loss;50-anonymity;RGR;0.05;0.35;0.05;50.0;30162.0;9.0;0.48501874077061746;701.2;0.0;0.0;0.0032817434885727323;0.0032817434885727323
Adult;Loss;50-anonymity;RGR;0.05;0.4;0.05;50.0;30162.0;9.0;0.48501874077061746;703.2;0.0;0.0;0.0032817434885727323;0.0032817434885727323
Adult;Loss;50-anonymity;RGR;0.05;0.45;0.05;50.0;30162.0;9.0;0.4953344544125976;693.8;0.0;0.0;0.0026615545715765153;0.0026615545715765153
Adult;Loss;50-anonymity;RGR;0.05;0.5;0.05;50.0;30162.0;9.0;0.4953344544125976;716.0;0.0;0.0;0.0026615545715765153;0.0026615545715765153
Adult;Loss;50-anonymity;RGR;0.1;0.0;0.05;50.0;30162.0;9.0;0.4133312323086077;1079.6;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.05;0.05;50.0;30162.0;9.0;0.4133312323086077;1084.8;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.1;0.05;50.0;30162.0;9.0;0.4133312323086077;1098.2;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.15;0.05;50.0;30162.0;9.0;0.4133312323086077;1086.0;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.2;0.05;50.0;30162.0;9.0;0.4133312323086077;1038.2;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.25;0.05;50.0;30162.0;9.0;0.4133312323086077;1029.4;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.3;0.05;50.0;30162.0;9.0;0.4133312323086077;1030.2;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.35;0.05;50.0;30162.0;9.0;0.4133312323086077;1047.4;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.4;0.05;50.0;30162.0;9.0;0.4133312323086077;1054.0;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.45;0.05;50.0;30162.0;9.0;0.4133312323086077;1013.6;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.1;0.5;0.05;50.0;30162.0;9.0;0.4133312323086077;1048.0;0.0;0.0;0.005511091432288123;0.005511091432288123
Adult;Loss;50-anonymity;RGR;0.2;0.0;0.05;50.0;30162.0;9.0;0.3273867183765049;1335.0;72.0;0.0023871096081161725;0.011003198684748219;0.010683061704306732
Adult;Loss;50-anonymity;RGR;0.2;0.05;0.05;50.0;30162.0;9.0;0.3273867183765049;1409.8;72.0;0.0023871096081161725;0.011003198684748219;0.010683061704306732
Adult;Loss;50-anonymity;RGR;0.2;0.1;0.05;50.0;30162.0;9.0;0.3273867183765049;1411.4;72.0;0.0023871096081161725;0.011003198684748219;0.010683061704306732
Adult;Loss;50-anonymity;RGR;0.2;0.15;0.05;50.0;30162.0;9.0;0.3273867183765049;1555.6;72.0;0.0023871096081161725;0.011003198684748219;0.010683061704306732
Adult;Loss;50-anonymity;RGR;0.2;0.2;0.05;50.0;30162.0;9.0;0.32762793535917445;1541.4;14.0;4.6416020157814467E-4;0.010652815012129547;0.010590341119371592
Adult;Loss;50-anonymity;RGR;0.2;0.25;0.05;50.0;30162.0;9.0;0.32762793535917445;1603.2;14.0;4.6416020157814467E-4;0.010652815012129547;0.010590341119371592
Adult;Loss;50-anonymity;RGR;0.2;0.3;0.05;50.0;30162.0;9.0;0.32762793535917445;1622.4;14.0;4.6416020157814467E-4;0.010652815012129547;0.010590341119371592
Adult;Loss;50-anonymity;RGR;0.2;0.35;0.05;50.0;30162.0;9.0;0.3246565115961551;1649.0;14.0;4.6416020157814467E-4;0.006689561754185474;0.00662265726753324
Adult;Loss;50-anonymity;RGR;0.2;0.4;0.05;50.0;30162.0;9.0;0.3246565115961551;1687.2;14.0;4.6416020157814467E-4;0.006689561754185474;0.00662265726753324
Adult;Loss;50-anonymity;RGR;0.2;0.45;0.05;50.0;30162.0;9.0;0.3246565115961551;1676.6;14.0;4.6416020157814467E-4;0.006689561754185474;0.00662265726753324
Adult;Loss;50-anonymity;RGR;0.2;0.5;0.05;50.0;30162.0;9.0;0.3326394027991784;1686.4;14.0;4.6416020157814467E-4;0.009428602086317205;0.009364143193361934
Adult;Loss;50-anonymity;RGR;0.3;0.0;0.05;50.0;30162.0;9.0;0.28565582185951827;1453.0;49.0;0.0016245607055235063;0.016267487941235417;0.0159918892574386
Adult;Loss;50-anonymity;RGR;0.3;0.05;0.05;50.0;30162.0;9.0;0.28597028763681404;1589.8;33.0;0.0010940919037199124;0.01625600907894749;0.01607064355061228
Adult;Loss;50-anonymity;RGR;0.3;0.1;0.05;50.0;30162.0;9.0;0.28597028763681404;1727.6;33.0;0.0010940919037199124;0.01625600907894749;0.01607064355061228
Adult;Loss;50-anonymity;RGR;0.3;0.15;0.05;50.0;30162.0;9.0;0.2762521459508347;1887.0;15.0;4.973145016908693E-4;0.009829399015052356;0.009757452025007813
Adult;Loss;50-anonymity;RGR;0.3;0.2;0.05;50.0;30162.0;9.0;0.2762521459508347;1967.6;15.0;4.973145016908693E-4;0.009829399015052356;0.009757452025007813
Adult;Loss;50-anonymity;RGR;0.3;0.25;0.05;50.0;30162.0;9.0;0.29316503180609144;2009.2;31.0;0.0010277833034944633;0.008722388671758253;0.008550071518409178
Adult;Loss;50-anonymity;RGR;0.3;0.3;0.05;50.0;30162.0;9.0;0.29316503180609144;2090.0;31.0;0.0010277833034944633;0.008722388671758253;0.008550071518409178
Adult;Loss;50-anonymity;RGR;0.3;0.35;0.05;50.0;30162.0;9.0;0.29316503180609144;2161.8;31.0;0.0010277833034944633;0.008722388671758253;0.008550071518409178
Adult;Loss;50-anonymity;RGR;0.3;0.4;0.05;50.0;30162.0;9.0;0.29316503180609144;2325.8;31.0;0.0010277833034944633;0.008722388671758253;0.008550071518409178
Adult;Loss;50-anonymity;RGR;0.3;0.45;0.05;50.0;30162.0;9.0;0.3246565115961551;2227.6;14.0;4.6416020157814467E-4;0.006689561754185474;0.00662265726753324
Adult;Loss;50-anonymity;RGR;0.3;0.5;0.05;50.0;30162.0;9.0;0.3326394027991784;2280.2;14.0;4.6416020157814467E-4;0.009428602086317205;0.009364143193361934
Adult;Loss;50-anonymity;RGR;0.999;0.0;0.05;50.0;30162.0;9.0;0.17498393200644755;53338.6;24.0;7.957032027053909E-4;0.030449209310225267;0.030282987712441287
Adult;Loss;50-anonymity;RGR;0.999;0.05;0.05;50.0;30162.0;9.0;0.17483310912407923;151541.0;44.0;0.0014587892049598833;0.029222889926448576;0.02891770327218495
Adult;Loss;50-anonymity;RGR;0.999;0.1;0.05;50.0;30162.0;9.0;0.1919874471525134;180858.2;30.0;9.946290033817386E-4;0.019554091665680576;0.019353561197194613
Adult;Loss;50-anonymity;RGR;0.999;0.15;0.05;50.0;30162.0;9.0;0.22439796546376728;21639.2;12.0;3.9785160135269546E-4;0.015854937096578654;0.01578029616944973
Adult;Loss;50-anonymity;RGR;0.999;0.2;0.05;50.0;30162.0;9.0;0.2492871649368035;9434.6;30.0;9.946290033817386E-4;0.011516935275246783;0.011347162987071386
Adult;Loss;50-anonymity;RGR;0.999;0.25;0.05;50.0;30162.0;9.0;0.26505502244690965;9467.0;9.0;2.9838870101452157E-4;0.014916271693814383;0.014867952100780589
Adult;Loss;50-anonymity;RGR;0.999;0.3;0.05;50.0;30162.0;9.0;0.2929761006556735;8159.6;53.0;0.0017571779059744048;0.0087019271399616;0.00840673417122392
Adult;Loss;50-anonymity;RGR;0.999;0.35;0.05;50.0;30162.0;9.0;0.2929761006556735;8508.0;53.0;0.0017571779059744048;0.0087019271399616;0.00840673417122392
Adult;Loss;50-anonymity;RGR;0.999;0.4;0.05;50.0;30162.0;9.0;0.2929761006556735;8642.8;53.0;0.0017571779059744048;0.0087019271399616;0.00840673417122392
Adult;Loss;50-anonymity;RGR;0.999;0.45;0.05;50.0;30162.0;9.0;0.3246565115961551;8044.6;14.0;4.6416020157814467E-4;0.006689561754185474;0.00662265726753324
Adult;Loss;50-anonymity;RGR;0.999;0.5;0.05;50.0;30162.0;9.0;0.3326394027991784;7895.4;14.0;4.6416020157814467E-4;0.009428602086317205;0.009364143193361934
Cup;Loss;50-anonymity;RGR;0.05;0.0;0.05;50.0;63441.0;8.0;0.24645669624058558;6538.8;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.05;0.05;50.0;63441.0;8.0;0.24645669624058558;6593.8;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.1;0.05;50.0;63441.0;8.0;0.24645669624058558;6883.2;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.15;0.05;50.0;63441.0;8.0;0.24645669624058558;6794.2;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.2;0.05;50.0;63441.0;8.0;0.24645669624058558;6792.0;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.25;0.05;50.0;63441.0;8.0;0.24645669624058558;6630.2;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.3;0.05;50.0;63441.0;8.0;0.24645669624058558;6620.6;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.35;0.05;50.0;63441.0;8.0;0.24645669624058558;6475.8;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.4;0.05;50.0;63441.0;8.0;0.24645669624058558;6792.0;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.45;0.05;50.0;63441.0;8.0;0.24645669624058558;6921.8;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.05;0.5;0.05;50.0;63441.0;8.0;0.24645669624058558;6279.2;4.0;6.305070853233713E-5;0.0014261117533526833;0.0014144564561185773
Cup;Loss;50-anonymity;RGR;0.1;0.0;0.05;50.0;63441.0;8.0;0.21955691635963182;8489.8;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.05;0.05;50.0;63441.0;8.0;0.21955691635963182;8275.8;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.1;0.05;50.0;63441.0;8.0;0.21955691635963182;8028.2;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.15;0.05;50.0;63441.0;8.0;0.21955691635963182;8360.4;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.2;0.05;50.0;63441.0;8.0;0.21955691635963182;8527.8;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.25;0.05;50.0;63441.0;8.0;0.21955691635963182;8268.0;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.3;0.05;50.0;63441.0;8.0;0.21955691635963182;8020.4;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.35;0.05;50.0;63441.0;8.0;0.21955691635963182;8053.6;26.0;4.098296054601914E-4;0.005604646098563472;0.005518007060228569
Cup;Loss;50-anonymity;RGR;0.1;0.4;0.05;50.0;63441.0;8.0;0.219393000251435;7867.8;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.1;0.45;0.05;50.0;63441.0;8.0;0.219393000251435;7606.8;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.1;0.5;0.05;50.0;63441.0;8.0;0.219393000251435;7598.6;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.2;0.0;0.05;50.0;63441.0;8.0;0.17379501149049936;9347.2;12.0;1.891521255970114E-4;0.0036296517982077215;0.00359108099536787
Cup;Loss;50-anonymity;RGR;0.2;0.05;0.05;50.0;63441.0;8.0;0.17379501149049936;9534.4;12.0;1.891521255970114E-4;0.0036296517982077215;0.00359108099536787
Cup;Loss;50-anonymity;RGR;0.2;0.1;0.05;50.0;63441.0;8.0;0.18108093007422207;8978.2;40.0;6.305070853233713E-4;0.0032848667815610633;0.0031690537871841167
Cup;Loss;50-anonymity;RGR;0.2;0.15;0.05;50.0;63441.0;8.0;0.18108093007422207;8876.6;40.0;6.305070853233713E-4;0.0032848667815610633;0.0031690537871841167
Cup;Loss;50-anonymity;RGR;0.2;0.2;0.05;50.0;63441.0;8.0;0.18108093007422207;8540.8;40.0;6.305070853233713E-4;0.0032848667815610633;0.0031690537871841167
Cup;Loss;50-anonymity;RGR;0.2;0.25;0.05;50.0;63441.0;8.0;0.18108093007422207;8114.8;40.0;6.305070853233713E-4;0.0032848667815610633;0.0031690537871841167
Cup;Loss;50-anonymity;RGR;0.2;0.3;0.05;50.0;63441.0;8.0;0.18925640915008501;8284.6;11.0;1.733894484639271E-4;0.006126575930763764;0.006095367203948112
Cup;Loss;50-anonymity;RGR;0.2;0.35;0.05;50.0;63441.0;8.0;0.18925640915008501;8666.4;11.0;1.733894484639271E-4;0.006126575930763764;0.006095367203948112
Cup;Loss;50-anonymity;RGR;0.2;0.4;0.05;50.0;63441.0;8.0;0.18977894606665252;8656.4;26.0;4.098296054601914E-4;0.004173523737101231;0.004099192378544727
Cup;Loss;50-anonymity;RGR;0.2;0.45;0.05;50.0;63441.0;8.0;0.219393000251435;8177.2;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.2;0.5;0.05;50.0;63441.0;8.0;0.219393000251435;8081.2;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.3;0.0;0.05;50.0;63441.0;8.0;0.1771197753363414;9854.6;37.0;5.832190539241185E-4;0.004947598880411864;0.004834659639037164
Cup;Loss;50-anonymity;RGR;0.3;0.05;0.05;50.0;63441.0;8.0;0.17316267482214684;9509.6;39.0;6.14744408190287E-4;0.0034879421850454347;0.0033618905940529503
Cup;Loss;50-anonymity;RGR;0.3;0.1;0.05;50.0;63441.0;8.0;0.17988304750813242;8810.8;23.0;3.625415740609385E-4;0.0034228142775422177;0.0033556561361160996
Cup;Loss;50-anonymity;RGR;0.3;0.15;0.05;50.0;63441.0;8.0;0.17988304750813242;8929.2;23.0;3.625415740609385E-4;0.0034228142775422177;0.0033556561361160996
Cup;Loss;50-anonymity;RGR;0.3;0.2;0.05;50.0;63441.0;8.0;0.17999107613571907;8977.8;43.0;6.777951167226242E-4;0.002931770975601904;0.0028057272174691196
Cup;Loss;50-anonymity;RGR;0.3;0.25;0.05;50.0;63441.0;8.0;0.17999107613571907;8708.0;43.0;6.777951167226242E-4;0.002931770975601904;0.0028057272174691196
Cup;Loss;50-anonymity;RGR;0.3;0.3;0.05;50.0;63441.0;8.0;0.18864330370614585;8441.2;42.0;6.620324395895399E-4;0.006040124272551974;0.005920273565128481
Cup;Loss;50-anonymity;RGR;0.3;0.35;0.05;50.0;63441.0;8.0;0.18864330370614585;8496.2;42.0;6.620324395895399E-4;0.006040124272551974;0.005920273565128481
Cup;Loss;50-anonymity;RGR;0.3;0.4;0.05;50.0;63441.0;8.0;0.18977894606665252;8942.8;26.0;4.098296054601914E-4;0.004173523737101231;0.004099192378544727
Cup;Loss;50-anonymity;RGR;0.3;0.45;0.05;50.0;63441.0;8.0;0.219393000251435;8576.2;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.3;0.5;0.05;50.0;63441.0;8.0;0.219393000251435;8804.8;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.999;0.0;0.05;50.0;63441.0;8.0;0.14190869679251947;180986.8;22.0;3.467788969278542E-4;0.012661076498282313;0.012585881429009743
Cup;Loss;50-anonymity;RGR;0.999;0.05;0.05;50.0;63441.0;8.0;0.14941025427026197;45917.2;11.0;1.733894484639271E-4;0.008722120563351555;0.008685603048090114
Cup;Loss;50-anonymity;RGR;0.999;0.1;0.05;50.0;63441.0;8.0;0.1766165815714524;24629.4;34.0;5.359310225248657E-4;0.002464262916705729;0.0023635728178798784
Cup;Loss;50-anonymity;RGR;0.999;0.15;0.05;50.0;63441.0;8.0;0.17801096739459293;21832.6;11.0;1.733894484639271E-4;0.002402293347938563;0.0023698152782870184
Cup;Loss;50-anonymity;RGR;0.999;0.2;0.05;50.0;63441.0;8.0;0.17999107613571907;22066.8;43.0;6.777951167226242E-4;0.002931770975601904;0.0028057272174691196
Cup;Loss;50-anonymity;RGR;0.999;0.25;0.05;50.0;63441.0;8.0;0.17999107613571907;24020.0;43.0;6.777951167226242E-4;0.002931770975601904;0.0028057272174691196
Cup;Loss;50-anonymity;RGR;0.999;0.3;0.05;50.0;63441.0;8.0;0.18864330370614585;25637.4;42.0;6.620324395895399E-4;0.006040124272551974;0.005920273565128481
Cup;Loss;50-anonymity;RGR;0.999;0.35;0.05;50.0;63441.0;8.0;0.18864330370614585;26711.8;42.0;6.620324395895399E-4;0.006040124272551974;0.005920273565128481
Cup;Loss;50-anonymity;RGR;0.999;0.4;0.05;50.0;63441.0;8.0;0.18977894606665252;27579.0;26.0;4.098296054601914E-4;0.004173523737101231;0.004099192378544727
Cup;Loss;50-anonymity;RGR;0.999;0.45;0.05;50.0;63441.0;8.0;0.219393000251435;27185.0;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
Cup;Loss;50-anonymity;RGR;0.999;0.5;0.05;50.0;63441.0;8.0;0.219393000251435;27607.2;28.0;4.4135495972635994E-4;0.005667481686147791;0.005592750298738568
